SolutionID,CompletionTime,TotalWaitingTime
380,1439.31,3215.66
381,1439.31,3215.66
382,1439.31,3215.66
383,1439.31,3215.66
384,1439.31,3215.66
385,1439.31,3215.66
386,1439.31,3215.66
387,1439.31,3215.66
388,1439.31,3215.66
389,1439.31,3215.66
390,1439.31,3215.66
391,1439.31,3215.66
392,1439.31,3215.66
393,1439.31,3215.66
394,1439.31,3215.66
395,1439.31,3215.66
396,1439.31,3215.66
397,1439.31,3215.66
398,1439.31,3215.66
399,1439.31,3215.66
400,1439.31,3215.66
401,1439.31,3215.66
402,1439.31,3215.66
403,1439.31,3215.66
404,1439.31,3215.66
405,1439.31,3215.66
406,1439.31,3215.66
407,1439.31,3215.66
408,1439.31,3215.66
409,1439.31,3215.66
410,1439.31,3215.66
411,1439.31,3215.66
412,1439.31,3215.66
413,1439.31,3215.66
414,1439.31,3215.66
415,1439.31,3215.66
416,1439.31,3215.66
417,1439.31,3215.66
418,1439.31,3215.66
419,1439.31,3215.66
420,1439.31,3215.66
421,1439.31,3215.66
422,1439.31,3215.66
423,1439.31,3215.66
424,1439.31,3215.66
425,1439.31,3215.66
426,1439.31,3215.66
427,1439.31,3215.66
428,1439.31,3215.66
429,1439.31,3215.66
430,1439.31,3215.66
431,1439.31,3215.66
432,1439.31,3215.66
433,1439.31,3215.66
434,1439.31,3215.66
435,1439.31,3215.66
436,1439.31,3215.66
437,1439.31,3215.66
438,1439.31,3215.66
439,1439.31,3215.66
440,1439.31,3215.66
441,1439.31,3215.66
442,1439.31,3215.66
443,1439.31,3215.66
444,1439.31,3215.66
445,1439.31,3215.66
446,1439.31,3215.66
447,1439.31,3215.66
448,1439.31,3215.66
449,1439.31,3215.66
450,1439.31,3215.66
451,1439.31,3215.66
452,1439.31,3215.66
453,1439.31,3215.66
454,1439.31,3215.66
455,1439.31,3215.66
456,1439.31,3215.66
457,1439.31,3215.66
458,1439.31,3215.66
459,1439.31,3215.66
460,1439.31,3215.66
461,1439.31,3215.66
462,1439.31,3215.66
463,1439.31,3215.66
464,1439.31,3215.66
465,1439.31,3215.66
466,1439.31,3215.66
467,1439.31,3215.66
468,1439.31,3215.66
469,1439.31,3215.66
470,1439.31,3215.66
471,1439.31,3215.66
472,1439.31,3215.66
473,1439.31,3215.66
474,1439.31,3215.66
475,1439.31,3215.66
476,1439.31,3215.66
477,1439.31,3215.66
478,1439.31,3215.66
479,1439.31,3215.66
480,1439.31,3215.66
481,1439.31,3215.66
482,1439.31,3215.66
483,1439.31,3215.66
484,1439.31,3215.66
485,1439.31,3215.66
486,1439.31,3215.66
487,1439.31,3215.66
488,1439.31,3215.66
489,1439.31,3215.66
490,1439.31,3215.66
491,1439.31,3215.66
492,1439.31,3215.66
493,1439.31,3215.66
494,1439.31,3215.66
495,1439.31,3215.66
496,1439.31,3215.66
497,1439.31,3215.66
498,1439.31,3215.66
499,1439.31,3215.66
500,1439.31,3215.66
501,1439.31,3215.66
502,1439.31,3215.66
503,1439.31,3215.66
504,1439.31,3215.66
505,1439.31,3215.66
506,1439.31,3215.66
507,1439.31,3215.66
508,1439.31,3215.66
509,1439.31,3215.66
510,1439.31,3215.66
511,1439.31,3215.66
512,1439.31,3215.66
513,1439.31,3215.66
514,1439.31,3215.66
515,1439.31,3215.66
516,1439.31,3215.66
517,1439.31,3215.66
518,1439.31,3215.66
519,1439.31,3215.66
520,1439.31,3215.66
521,1439.31,3215.66
522,1439.31,3215.66
523,1439.31,3215.66
524,1439.31,3215.66
525,1439.31,3215.66
526,1439.31,3215.66
527,1439.31,3215.66
528,1439.31,3215.66
529,1439.31,3215.66
530,1439.31,3215.66
531,1439.31,3215.66
532,1439.31,3215.66
533,1439.31,3215.66
534,1439.31,3215.66
535,1439.31,3215.66
536,1439.31,3215.66
537,1439.31,3215.66
538,1439.31,3215.66
539,1439.31,3215.66
540,1439.31,3215.66
541,1439.31,3215.66
542,1439.31,3215.66
543,1439.31,3215.66
544,1439.31,3215.66
545,1439.31,3215.66
546,1439.31,3215.66
547,1439.31,3215.66
548,1439.31,3215.66
549,1439.31,3215.66
550,1439.31,3215.66
551,1439.31,3215.66
552,1439.31,3215.66
553,1439.31,3215.66
554,1439.31,3215.66
555,1439.31,3215.66
556,1439.31,3215.66
557,1439.31,3215.66
558,1439.31,3215.66
559,1439.31,3215.66
560,1439.31,3215.66
561,1439.31,3215.66
562,1439.31,3215.66
563,1439.31,3215.66
564,1439.31,3215.66
565,1439.31,3215.66
566,1439.31,3215.66
567,1439.31,3215.66
568,1439.31,3215.66
569,1439.31,3215.66
570,1439.31,3215.66
571,1439.31,3215.66
572,1439.31,3215.66
573,1439.31,3215.66
574,1439.31,3215.66
575,1439.31,3215.66
576,1439.31,3215.66
577,1439.31,3215.66
578,1439.31,3215.66
579,1439.31,3215.66
580,1439.31,3215.66
581,1439.31,3215.66
582,1439.31,3215.66
583,1439.31,3215.66
584,1439.31,3215.66
585,1439.31,3215.66
586,1439.31,3215.66
587,1439.31,3215.66
588,1439.31,3215.66
589,1439.31,3215.66
590,1439.31,3215.66
591,1439.31,3215.66
592,1439.31,3215.66
593,1439.31,3215.66
594,1439.31,3215.66
595,1439.31,3215.66
596,1439.31,3215.66
597,1439.31,3215.66
598,1439.31,3215.66
599,1439.31,3215.66
600,1439.31,3215.66
601,1439.31,3215.66
602,1439.31,3215.66
603,1439.31,3215.66
604,1439.31,3215.66
605,1439.31,3215.66
606,1439.31,3215.66
607,1439.31,3215.66
608,1439.31,3215.66
609,1439.31,3215.66
610,1439.31,3215.66
611,1439.31,3215.66
612,1439.31,3215.66
613,1439.31,3215.66
614,1439.31,3215.66
615,1439.31,3215.66
616,1439.31,3215.66
617,1439.31,3215.66
618,1439.31,3215.66
619,1439.31,3215.66
620,1439.31,3215.66
621,1439.31,3215.66
622,1439.31,3215.66
623,1439.31,3215.66
624,1439.31,3215.66
625,1439.31,3215.66
626,1439.31,3215.66
627,1439.31,3215.66
628,1439.31,3215.66
629,1439.31,3215.66
630,1439.31,3215.66
631,1439.31,3215.66
632,1439.31,3215.66
633,1439.31,3215.66
634,1439.31,3215.66
635,1439.31,3215.66
636,1439.31,3215.66
637,1439.31,3215.66
638,1439.31,3215.66
639,1439.31,3215.66
640,1439.31,3215.66
641,1439.31,3215.66
642,1439.31,3215.66
643,1439.31,3215.66
644,1439.31,3215.66
645,1439.31,3215.66
646,1439.31,3215.66
647,1439.31,3215.66
648,1439.31,3215.66
649,1439.31,3215.66
650,1439.31,3215.66
651,1439.31,3215.66
652,1439.31,3215.66
653,1439.31,3215.66
654,1439.31,3215.66
655,1439.31,3215.66
656,1439.31,3215.66
657,1439.31,3215.66
658,1439.31,3215.66
659,1439.31,3215.66
660,1439.31,3215.66
661,1439.31,3215.66
662,1439.31,3215.66
663,1439.31,3215.66
664,1439.31,3215.66
665,1439.31,3215.66
666,1439.31,3215.66
667,1439.31,3215.66
668,1439.31,3215.66
669,1439.31,3215.66
670,1439.31,3215.66
671,1439.31,3215.66
672,1439.31,3215.66
673,1439.31,3215.66
674,1439.31,3215.66
675,1439.31,3215.66
676,1439.31,3215.66
677,1439.31,3215.66
678,1439.31,3215.66
679,1439.31,3215.66
680,1439.31,3215.66
681,1439.31,3215.66
682,1439.31,3215.66
683,1439.31,3215.66
684,1439.31,3215.66
685,1439.31,3215.66
686,1439.31,3215.66
687,1439.31,3215.66
688,1439.31,3215.66
689,1439.31,3215.66
690,1439.31,3215.66
691,1439.31,3215.66
692,1439.31,3215.66
693,1439.31,3215.66
694,1439.31,3215.66
695,1439.31,3215.66
696,1439.31,3215.66
697,1439.31,3215.66
698,1439.31,3215.66
699,1439.31,3215.66
700,1439.31,3215.66
701,1439.31,3215.66
702,1439.31,3215.66
703,1439.31,3215.66
704,1439.31,3215.66
705,1439.31,3215.66
706,1439.31,3215.66
707,1439.31,3215.66
708,1439.31,3215.66
709,1439.31,3215.66
710,1439.31,3215.66
711,1439.31,3215.66
712,1439.31,3215.66
713,1439.31,3215.66
714,1439.31,3215.66
715,1439.31,3215.66
716,1439.31,3215.66
717,1439.31,3215.66
718,1439.31,3215.66
719,1439.31,3215.66
720,1439.31,3215.66
721,1439.31,3215.66
722,1439.31,3215.66
723,1439.31,3215.66
724,1439.31,3215.66
725,1439.31,3215.66
726,1439.31,3215.66
727,1439.31,3215.66
728,1439.31,3215.66
729,1439.31,3215.66
730,1439.31,3215.66
731,1439.31,3215.66
732,1439.31,3215.66
733,1439.31,3215.66
734,1439.31,3215.66
735,1439.31,3215.66
736,1439.31,3215.66
737,1439.31,3215.66
738,1439.31,3215.66
739,1439.31,3215.66
740,1439.31,3215.66
741,1439.31,3215.66
742,1439.31,3215.66
743,1439.31,3215.66
744,1439.31,3215.66
745,1439.31,3215.66
746,1439.31,3215.66
747,1439.31,3215.66
748,1439.31,3215.66
749,1439.31,3215.66
750,1439.31,3215.66
751,1439.31,3215.66
752,1439.31,3215.66
753,1439.31,3215.66
754,1439.31,3215.66
755,1439.31,3215.66
756,1439.31,3215.66
757,1439.31,3215.66
758,1439.31,3215.66
759,1439.31,3215.66
760,1439.31,3215.66
761,1439.31,3215.66
762,1439.31,3215.66
763,1439.31,3215.66
764,1439.31,3215.66
765,1439.31,3215.66
766,1439.31,3215.66
767,1439.31,3215.66
768,1439.31,3215.66
769,1439.31,3215.66
770,1439.31,3215.66
771,1439.31,3215.66
772,1439.31,3215.66
773,1439.31,3215.66
774,1439.31,3215.66
775,1439.31,3215.66
776,1439.31,3215.66
777,1439.31,3215.66
778,1439.31,3215.66
779,1439.31,3215.66
780,1439.31,3215.66
781,1439.31,3215.66
782,1439.31,3215.66
783,1439.31,3215.66
784,1439.31,3215.66
785,1439.31,3215.66
786,1439.31,3215.66
787,1439.31,3215.66
788,1439.31,3215.66
789,1439.31,3215.66
790,1439.31,3215.66
791,1439.31,3215.66
792,1439.31,3215.66
793,1439.31,3215.66
794,1439.31,3215.66
795,1439.31,3215.66
796,1439.31,3215.66
797,1439.31,3215.66
798,1439.31,3215.66
799,1439.31,3215.66
800,1439.31,3215.66
801,1439.31,3215.66
802,1439.31,3215.66
803,1439.31,3215.66
804,1439.31,3215.66
805,1439.31,3215.66
806,1439.31,3215.66
807,1439.31,3215.66
808,1439.31,3215.66
809,1439.31,3215.66
810,1439.31,3215.66
811,1439.31,3215.66
812,1439.31,3215.66
813,1439.31,3215.66
814,1452.09,2887.7
815,1452.09,2887.7
816,1452.09,2887.7
817,1452.09,2887.7
818,1452.09,2887.7
819,1452.09,2887.7
820,1452.09,2887.7
821,1452.09,2887.7
822,1452.09,2887.7
823,1452.09,2887.7
824,1452.09,2887.7
825,1452.09,2887.7
826,1452.09,2887.7
827,1452.09,2887.7
828,1452.09,2887.7
829,1452.09,2887.7
830,1452.09,2887.7
831,1452.09,2887.7
832,1452.09,2887.7
833,1452.09,2887.7
834,1452.09,2887.7
835,1452.09,2887.7
836,1452.09,2887.7
837,1452.09,2887.7
838,1452.09,2887.7
839,1452.09,2887.7
840,1452.09,2887.7
841,1452.09,2887.7
842,1452.09,2887.7
843,1452.09,2887.7
844,1452.09,2887.7
845,1452.09,2887.7
846,1452.09,2887.7
847,1452.09,2887.7
848,1452.09,2887.7
849,1452.09,2887.7
850,1452.09,2887.7
851,1452.09,2887.7
852,1452.09,2887.7
853,1452.09,2887.7
854,1452.09,2887.7
855,1452.09,2887.7
856,1452.09,2887.7
857,1452.09,2887.7
858,1452.09,2887.7
859,1452.09,2887.7
860,1452.09,2887.7
861,1452.09,2887.7
862,1452.09,2887.7
863,1452.09,2887.7
864,1452.09,2887.7
865,1452.09,2887.7
866,1452.09,2887.7
867,1452.09,2887.7
868,1452.09,2887.7
869,1452.09,2887.7
870,1452.09,2887.7
871,1452.09,2887.7
872,1452.09,2887.7
873,1452.09,2887.7
874,1452.09,2887.7
875,1452.09,2887.7
876,1452.09,2887.7
877,1452.09,2887.7
878,1452.09,2887.7
879,1452.09,2887.7
880,1452.09,2887.7
881,1452.09,2887.7
882,1452.09,2887.7
883,1452.09,2887.7
884,1452.09,2887.7
885,1452.09,2887.7
886,1452.09,2887.7
887,1452.09,2887.7
888,1452.09,2887.7
889,1452.09,2887.7
890,1452.09,2887.7
891,1452.09,2887.7
892,1452.09,2887.7
893,1452.09,2887.7
894,1452.09,2887.7
895,1452.09,2887.7
896,1452.09,2887.7
897,1452.09,2887.7
898,1452.09,2887.7
899,1452.09,2887.7
900,1452.09,2887.7
901,1452.09,2887.7
902,1452.09,2887.7
903,1452.09,2887.7
904,1452.09,2887.7
905,1452.09,2887.7
906,1452.09,2887.7
907,1452.09,2887.7
908,1452.09,2887.7
909,1452.09,2887.7
910,1452.09,2887.7
911,1452.09,2887.7
912,1452.09,2887.7
913,1452.09,2887.7
914,1452.09,2887.7
915,1452.09,2887.7
916,1452.09,2887.7
917,1452.09,2887.7
918,1452.09,2887.7
919,1452.09,2887.7
920,1452.09,2887.7
921,1452.09,2887.7
922,1452.09,2887.7
923,1452.09,2887.7
924,1452.09,2887.7
925,1452.09,2887.7
926,1452.09,2887.7
927,1452.09,2887.7
928,1452.09,2887.7
929,1452.09,2887.7
930,1452.09,2887.7
931,1452.09,2887.7
932,1452.09,2887.7
933,1452.09,2887.7
934,1452.09,2887.7
935,1452.09,2887.7
936,1452.09,2887.7
937,1452.09,2887.7
938,1452.09,2887.7
939,1452.09,2887.7
940,1452.09,2887.7
941,1452.09,2887.7
942,1452.09,2887.7
943,1452.09,2887.7
944,1452.09,2887.7
945,1452.09,2887.7
946,1452.09,2887.7
947,1452.09,2887.7
948,1452.09,2887.7
949,1452.09,2887.7
950,1452.09,2887.7
951,1452.09,2887.7
952,1452.09,2887.7
953,1452.09,2887.7
954,1452.09,2887.7
955,1452.09,2887.7
956,1452.09,2887.7
957,1452.09,2887.7
958,1452.09,2887.7
959,1452.09,2887.7
960,1452.09,2887.7
961,1452.09,2887.7
962,1452.09,2887.7
963,1452.09,2887.7
964,1452.09,2887.7
965,1452.09,2887.7
966,1452.09,2887.7
967,1452.09,2887.7
968,1452.09,2887.7
969,1452.09,2887.7
970,1452.09,2887.7
971,1452.09,2887.7
972,1452.09,2887.7
973,1452.09,2887.7
974,1452.09,2887.7
975,1452.09,2887.7
976,1452.09,2887.7
977,1452.09,2887.7
978,1452.09,2887.7
979,1452.09,2887.7
980,1452.09,2887.7
981,1452.09,2887.7
982,1452.09,2887.7
983,1452.09,2887.7
984,1452.09,2887.7
985,1452.09,2887.7
986,1452.09,2887.7
987,1452.09,2887.7
988,1452.09,2887.7
989,1452.09,2887.7
990,1452.09,2887.7
991,1452.09,2887.7
992,1452.09,2887.7
993,1452.09,2887.7
994,1452.09,2887.7
995,1452.09,2887.7
996,1452.09,2887.7
997,1452.09,2887.7
998,1452.09,2887.7
999,1452.09,2887.7
1000,1452.09,2887.7
1001,1452.09,2887.7
1002,1452.09,2887.7
1003,1452.09,2887.7
1004,1452.09,2887.7
1005,1452.09,2887.7
1006,1452.09,2887.7
1007,1452.09,2887.7
1008,1452.09,2887.7
1009,1452.09,2887.7
1010,1452.09,2887.7
1011,1452.09,2887.7
1012,1452.09,2887.7
1013,1452.09,2887.7
1014,1452.09,2887.7
1015,1452.09,2887.7
1016,1452.09,2887.7
1017,1452.09,2887.7
1018,1452.09,2887.7
1019,1452.09,2887.7
1020,1452.09,2887.7
1021,1452.09,2887.7
1022,1452.09,2887.7
1023,1452.09,2887.7
1024,1452.09,2887.7
1025,1452.09,2887.7
1026,1452.09,2887.7
1027,1452.09,2887.7
1028,1452.09,2887.7
1029,1452.09,2887.7
1030,1452.09,2887.7
1031,1452.09,2887.7
1032,1452.09,2887.7
1033,1452.09,2887.7
1034,1452.09,2887.7
1035,1452.09,2887.7
1036,1452.09,2887.7
1037,1452.09,2887.7
1038,1452.09,2887.7
1039,1452.09,2887.7
1040,1452.09,2887.7
1041,1452.09,2887.7
1042,1452.09,2887.7
1043,1452.09,2887.7
1044,1452.09,2887.7
1045,1452.09,2887.7
1046,1452.09,2887.7
1047,1452.09,2887.7
1048,1452.09,2887.7
1049,1452.09,2887.7
1050,1452.09,2887.7
1051,1452.09,2887.7
1052,1452.09,2887.7
1053,1452.09,2887.7
1054,1452.09,2887.7
1055,1452.09,2887.7
1056,1452.09,2887.7
1057,1452.09,2887.7
1058,1452.09,2887.7
1059,1452.09,2887.7
1060,1452.09,2887.7
1061,1452.09,2887.7
1062,1452.09,2887.7
1063,1452.09,2887.7
1064,1452.09,2887.7
1065,1452.09,2887.7
1066,1452.09,2887.7
1067,1452.09,2887.7
1068,1452.09,2887.7
1069,1452.09,2887.7
1070,1452.09,2887.7
1071,1452.09,2887.7
1072,1452.09,2887.7
1073,1452.09,2887.7
1074,1452.09,2887.7
1075,1452.09,2887.7
1076,1452.09,2887.7
1077,1452.09,2887.7
1078,1452.09,2887.7
1079,1452.09,2887.7
1080,1452.09,2887.7
1081,1452.09,2887.7
1082,1452.09,2887.7
1083,1452.09,2887.7
1084,1452.09,2887.7
1085,1452.09,2887.7
1086,1452.09,2887.7
1087,1452.09,2887.7
1088,1452.09,2887.7
1089,1452.09,2887.7
1090,1452.09,2887.7
1091,1452.09,2887.7
1092,1452.09,2887.7
1093,1452.09,2887.7
1094,1452.09,2887.7
1095,1452.09,2887.7
1096,1452.09,2887.7
1097,1452.09,2887.7
1098,1452.09,2887.7
1099,1452.09,2887.7
1100,1452.09,2887.7
1101,1452.09,2887.7
1102,1452.09,2887.7
1103,1452.09,2887.7
1104,1452.09,2887.7
1105,1452.09,2887.7
1106,1452.09,2887.7
1107,1452.09,2887.7
1108,1452.09,2887.7
1109,1452.09,2887.7
1110,1452.09,2887.7
1111,1452.09,2887.7
1112,1452.09,2887.7
1113,1452.09,2887.7
1114,1452.09,2887.7
1115,1452.09,2887.7
1116,1452.09,2887.7
1117,1452.09,2887.7
1118,1452.09,2887.7
1119,1452.09,2887.7
1120,1452.09,2887.7
1121,1452.09,2887.7
1122,1452.09,2887.7
1123,1452.09,2887.7
1124,1452.09,2887.7
1125,1452.09,2887.7
1126,1452.09,2887.7
1127,1452.09,2887.7
1128,1452.09,2887.7
1129,1452.09,2887.7
1130,1452.09,2887.7
1131,1452.09,2887.7
1132,1452.09,2887.7
1133,1452.09,2887.7
1134,1452.09,2887.7
1135,1452.09,2887.7
1136,1452.09,2887.7
1137,1452.09,2887.7
1138,1452.09,2887.7
1139,1452.09,2887.7
1140,1452.09,2887.7
1141,1452.09,2887.7
1142,1452.09,2887.7
1143,1452.09,2887.7
1144,1452.09,2887.7
1145,1452.09,2887.7
1146,1452.09,2887.7
1147,1452.09,2887.7
