SolutionID,CompletionTime,TotalWaitingTime
1148,1452.09,2887.7
1149,1452.09,2887.7
1150,1452.09,2887.7
1151,1452.09,2887.7
1152,1452.09,2887.7
1153,1452.09,2887.7
1154,1452.09,2887.7
1155,1452.09,2887.7
1156,1452.09,2887.7
1157,1452.09,2887.7
1158,1452.09,2887.7
1159,1452.09,2887.7
1160,1452.09,2887.7
1161,1452.09,2887.7
1162,1452.09,2887.7
1163,1452.09,2887.7
1164,1452.09,2887.7
1165,1452.09,2887.7
1166,1452.09,2887.7
1167,1452.09,2887.7
1168,1452.09,2887.7
1169,1452.09,2887.7
1170,1452.09,2887.7
1171,1452.09,2887.7
1172,1452.09,2887.7
1173,1452.09,2887.7
1174,1452.09,2887.7
1175,1452.09,2887.7
1176,1452.09,2887.7
1177,1452.09,2887.7
1178,1452.09,2887.7
1179,1452.09,2887.7
1180,1452.09,2887.7
1181,1452.09,2887.7
1182,1452.09,2887.7
1183,1452.09,2887.7
1184,1452.09,2887.7
1185,1452.09,2887.7
1186,1452.09,2887.7
1187,1452.09,2887.7
1188,1452.09,2887.7
1189,1452.09,2887.7
1190,1452.09,2887.7
1191,1452.09,2887.7
1192,1452.09,2887.7
1193,1452.09,2887.7
1194,1452.09,2887.7
1195,1452.09,2887.7
1196,1452.09,2887.7
1197,1452.09,2887.7
1198,1452.09,2887.7
1199,1452.09,2887.7
1200,1452.09,2887.7
1201,1452.09,2887.7
1202,1452.09,2887.7
1203,1452.09,2887.7
1204,1452.09,2887.7
1205,1452.09,2887.7
1206,1452.09,2887.7
1207,1452.09,2887.7
1208,1452.09,2887.7
1209,1452.09,2887.7
1210,1452.09,2887.7
1211,1452.09,2887.7
1212,1452.09,2887.7
1213,1452.09,2887.7
1214,1452.09,2887.7
1215,1452.09,2887.7
1216,1452.09,2887.7
1217,1452.09,2887.7
1218,1452.09,2887.7
1219,1452.09,2887.7
1220,1452.09,2887.7
1221,1452.09,2887.7
1222,1452.09,2887.7
1223,1452.09,2887.7
1224,1452.09,2887.7
1225,1452.09,2887.7
1226,1452.09,2887.7
1227,1452.09,2887.7
1228,1452.09,2887.7
1229,1452.09,2887.7
1230,1452.09,2887.7
1231,1452.09,2887.7
1232,1452.09,2887.7
1233,1452.09,2887.7
1234,1452.09,2887.7
1235,1452.09,2887.7
1236,1452.09,2887.7
1237,1452.09,2887.7
1238,1452.09,2887.7
1239,1452.09,2887.7
1240,1452.09,2887.7
1241,1452.09,2887.7
1242,1452.09,2887.7
1243,1452.09,2887.7
1244,1452.09,2887.7
1245,1452.09,2887.7
1246,1452.09,2887.7
1247,1452.09,2887.7
1248,1452.09,2887.7
1249,1452.09,2887.7
1250,1452.09,2887.7
1251,1452.09,2887.7
1252,1452.09,2887.7
1253,1452.09,2887.7
1254,1452.09,2887.7
1255,1452.09,2887.7
1256,1452.09,2887.7
1257,1452.09,2887.7
1258,1452.09,2887.7
1259,1452.09,2887.7
1260,1452.09,2887.7
1261,1452.09,2887.7
1262,1452.09,2887.7
1263,1452.09,2887.7
1264,1452.09,2887.7
1265,1452.09,2887.7
1266,1452.09,2887.7
1267,1452.09,2887.7
1268,1452.09,2887.7
1269,1452.09,2887.7
1270,1452.09,2887.7
1271,1452.09,2887.7
1272,1452.09,2887.7
1273,1452.09,2887.7
1274,1452.09,2887.7
1275,1452.09,2887.7
1276,1452.09,2887.7
1277,1452.09,2887.7
1278,1452.09,2887.7
1279,1452.09,2887.7
1280,1452.09,2887.7
1281,1452.09,2887.7
1282,1452.09,2887.7
1283,1452.09,2887.7
1284,1452.09,2887.7
1285,1452.09,2887.7
1286,1452.09,2887.7
1287,1452.09,2887.7
1288,1452.09,2887.7
1289,1452.09,2887.7
1290,1452.09,2887.7
1291,1452.09,2887.7
1292,1452.09,2887.7
1293,1452.09,2887.7
1294,1452.09,2887.7
1295,1452.09,2887.7
1296,1452.09,2887.7
1297,1452.09,2887.7
1298,1452.09,2887.7
1299,1452.09,2887.7
1300,1452.09,2887.7
1301,1452.09,2887.7
1302,1452.09,2887.7
1303,1452.09,2887.7
1304,1452.09,2887.7
1305,1452.09,2887.7
1306,1452.09,2887.7
1307,1452.09,2887.7
1308,1452.09,2887.7
1309,1452.09,2887.7
1310,1452.09,2887.7
1311,1452.09,2887.7
1312,1452.09,2887.7
1313,1452.09,2887.7
1314,1452.09,2887.7
1315,1452.09,2887.7
1316,1452.09,2887.7
1317,1452.09,2887.7
1318,1452.09,2887.7
1319,1452.09,2887.7
1320,1452.09,2887.7
1321,1452.09,2887.7
1322,1452.09,2887.7
1323,1452.09,2887.7
1324,1452.09,2887.7
1325,1452.09,2887.7
1326,1452.09,2887.7
1327,1452.09,2887.7
1328,1452.09,2887.7
1329,1452.09,2887.7
1330,1452.09,2887.7
1331,1452.09,2887.7
1332,1452.09,2887.7
1333,1452.09,2887.7
1334,1452.09,2887.7
1335,1452.09,2887.7
1336,1452.09,2887.7
1337,1452.09,2887.7
1338,1452.09,2887.7
1339,1452.09,2887.7
1340,1452.09,2887.7
1341,1452.09,2887.7
1342,1452.09,2887.7
1343,1452.09,2887.7
1344,1452.09,2887.7
1345,1452.09,2887.7
1346,1452.09,2887.7
1347,1452.09,2887.7
1348,1452.09,2887.7
1349,1452.09,2887.7
1350,1452.09,2887.7
1351,1452.09,2887.7
1352,1452.09,2887.7
1353,1452.09,2887.7
1354,1452.09,2887.7
1355,1452.09,2887.7
1356,1452.09,2887.7
1357,1452.09,2887.7
1358,1452.09,2887.7
1359,1452.09,2887.7
1360,1452.09,2887.7
1361,1452.09,2887.7
1362,1452.09,2887.7
1363,1452.09,2887.7
1364,1452.09,2887.7
1365,1452.09,2887.7
1366,1452.09,2887.7
1367,1452.09,2887.7
1368,1452.09,2887.7
1369,1452.09,2887.7
1370,1452.09,2887.7
1371,1452.09,2887.7
1372,1452.09,2887.7
1373,1452.09,2887.7
1374,1452.09,2887.7
1375,1452.09,2887.7
1376,1452.09,2887.7
1377,1452.09,2887.7
1378,1452.09,2887.7
1379,1452.09,2887.7
1380,1452.09,2887.7
1381,1452.09,2887.7
1382,1452.09,2887.7
1383,1452.09,2887.7
1384,1452.09,2887.7
1385,1452.09,2887.7
1386,1452.09,2887.7
1387,1452.09,2887.7
1388,1452.09,2887.7
1389,1452.09,2887.7
1390,1452.09,2887.7
1391,1452.09,2887.7
1392,1452.09,2887.7
1393,1452.09,2887.7
1394,1452.09,2887.7
1395,1452.09,2887.7
1396,1452.09,2887.7
1397,1452.09,2887.7
1398,1452.09,2887.7
1399,1452.09,2887.7
1400,1452.09,2887.7
1401,1452.09,2887.7
1402,1452.09,2887.7
1403,1452.09,2887.7
1404,1452.09,2887.7
1405,1452.09,2887.7
1406,1452.09,2887.7
1407,1452.09,2887.7
1408,1452.09,2887.7
1409,1452.09,2887.7
1410,1452.09,2887.7
1411,1452.09,2887.7
1412,1452.09,2887.7
1413,1452.09,2887.7
1414,1452.09,2887.7
1415,1452.09,2887.7
1416,1452.09,2887.7
1417,1452.09,2887.7
1418,1452.09,2887.7
1419,1452.09,2887.7
1420,1452.09,2887.7
1421,1452.09,2887.7
1422,1452.09,2887.7
1423,1452.09,2887.7
1424,1452.09,2887.7
1425,1452.09,2887.7
1426,1452.09,2887.7
1427,1452.09,2887.7
1428,1452.09,2887.7
1429,1452.09,2887.7
1430,1452.09,2887.7
1431,1452.09,2887.7
1432,1452.09,2887.7
1433,1452.09,2887.7
1434,1452.09,2887.7
1435,1452.09,2887.7
1436,1452.09,2887.7
1437,1452.09,2887.7
1438,1452.09,2887.7
1439,1452.09,2887.7
1440,1452.09,2887.7
1441,1452.09,2887.7
1442,1452.09,2887.7
1443,1452.09,2887.7
1444,1452.09,2887.7
1445,1452.09,2887.7
1446,1452.09,2887.7
1447,1452.09,2887.7
1448,1452.09,2887.7
1449,1452.09,2887.7
1450,1452.09,2887.7
1451,1452.09,2887.7
1452,1452.09,2887.7
1453,1452.09,2887.7
1454,1452.09,2887.7
1455,1452.09,2887.7
1456,1452.09,2887.7
1457,1452.09,2887.7
1458,1452.09,2887.7
1459,1452.09,2887.7
1460,1452.09,2887.7
1461,1452.09,2887.7
1462,1452.09,2887.7
1463,1452.09,2887.7
1464,1452.09,2887.7
1465,1452.09,2887.7
1466,1452.09,2887.7
1467,1452.09,2887.7
1468,1452.09,2887.7
1469,1452.09,2887.7
1470,1452.09,2887.7
1471,1452.09,2887.7
1472,1452.09,2887.7
1473,1452.09,2887.7
1474,1452.09,2887.7
1475,1452.09,2887.7
1476,1452.09,2887.7
1477,1452.09,2887.7
1478,1452.09,2887.7
1479,1452.09,2887.7
1480,1452.09,2887.7
1481,1452.09,2887.7
1482,1452.09,2887.7
1483,1452.09,2887.7
1484,1452.09,2887.7
1485,1452.09,2887.7
1486,1452.09,2887.7
1487,1452.09,2887.7
1488,1452.09,2887.7
1489,1452.09,2887.7
1490,1452.09,2887.7
1491,1452.09,2887.7
1492,1452.09,2887.7
1493,1452.09,2887.7
1494,1452.09,2887.7
1495,1452.09,2887.7
1496,1452.09,2887.7
1497,1452.09,2887.7
1498,1452.09,2887.7
1499,1452.09,2887.7
1500,1452.09,2887.7
1501,1452.09,2887.7
1502,1452.09,2887.7
1503,1452.09,2887.7
1504,1452.09,2887.7
1505,1452.09,2887.7
1506,1452.09,2887.7
1507,1452.09,2887.7
1508,1452.09,2887.7
1509,1452.09,2887.7
1510,1452.09,2887.7
1511,1452.09,2887.7
1512,1452.09,2887.7
1513,1452.09,2887.7
1514,1452.09,2887.7
1515,1452.09,2887.7
1516,1452.09,2887.7
1517,1452.09,2887.7
1518,1452.09,2887.7
1519,1452.09,2887.7
1520,1452.09,2887.7
1521,1452.09,2887.7
1522,1452.09,2887.7
1523,1452.09,2887.7
1524,1452.09,2887.7
1525,1452.09,2887.7
1526,1452.09,2887.7
1527,1452.09,2887.7
1528,1452.09,2887.7
1529,1452.09,2887.7
1530,1452.09,2887.7
1531,1452.09,2887.7
1532,1452.09,2887.7
1533,1452.09,2887.7
1534,1452.09,2887.7
1535,1452.09,2887.7
1536,1452.09,2887.7
1537,1452.09,2887.7
1538,1452.09,2887.7
1539,1452.09,2887.7
1540,1452.09,2887.7
1541,1452.09,2887.7
1542,1452.09,2887.7
1543,1452.09,2887.7
1544,1452.09,2887.7
1545,1452.09,2887.7
1546,1452.09,2887.7
1547,1452.09,2887.7
1548,1452.09,2887.7
1549,1452.09,2887.7
1550,1452.09,2887.7
1551,1452.09,2887.7
1552,1452.09,2887.7
1553,1452.09,2887.7
1554,1452.09,2887.7
1555,1452.09,2887.7
1556,1452.09,2887.7
1557,1452.09,2887.7
1558,1452.09,2887.7
1559,1452.09,2887.7
1560,1452.09,2887.7
1561,1452.09,2887.7
1562,1452.09,2887.7
1563,1452.09,2887.7
1564,1452.09,2887.7
1565,1452.09,2887.7
1566,1452.09,2887.7
1567,1452.09,2887.7
1568,1452.09,2887.7
1569,1452.09,2887.7
1570,1452.09,2887.7
1571,1452.09,2887.7
1572,1452.09,2887.7
1573,1452.09,2887.7
1574,1452.09,2887.7
1575,1452.09,2887.7
1576,1452.09,2887.7
1577,1452.09,2887.7
1578,1452.09,2887.7
1579,1452.09,2887.7
1580,1452.09,2887.7
1581,1452.09,2887.7
1582,1452.09,2887.7
1583,1452.09,2887.7
1584,1452.09,2887.7
1585,1452.09,2887.7
1586,1452.09,2887.7
1587,1452.09,2887.7
1588,1452.09,2887.7
1589,1452.09,2887.7
1590,1452.09,2887.7
1591,1452.09,2887.7
1592,1452.09,2887.7
1593,1452.09,2887.7
1594,1452.09,2887.7
1595,1452.09,2887.7
1596,1452.09,2887.7
1597,1452.09,2887.7
1598,1452.09,2887.7
1599,1452.09,2887.7
1600,1452.09,2887.7
1601,1452.09,2887.7
1602,1452.09,2887.7
1603,1452.09,2887.7
1604,1452.09,2887.7
1605,1452.09,2887.7
1606,1452.09,2887.7
1607,1452.09,2887.7
1608,1452.09,2887.7
1609,1452.09,2887.7
1610,1452.09,2887.7
1611,1452.09,2887.7
1612,1452.09,2887.7
1613,1452.09,2887.7
1614,1452.09,2887.7
1615,1452.09,2887.7
1616,1452.09,2887.7
1617,1452.09,2887.7
1618,1452.09,2887.7
1619,1452.09,2887.7
1620,1452.09,2887.7
1621,1452.09,2887.7
1622,1452.09,2887.7
1623,1452.09,2887.7
1624,1452.09,2887.7
1625,1452.09,2887.7
1626,1452.09,2887.7
1627,1452.09,2887.7
1628,1452.09,2887.7
1629,1452.09,2887.7
1630,1452.09,2887.7
1631,1452.09,2887.7
1632,1452.09,2887.7
1633,1452.09,2887.7
1634,1452.09,2887.7
1635,1452.09,2887.7
1636,1452.09,2887.7
1637,1452.09,2887.7
1638,1452.09,2887.7
1639,1452.09,2887.7
1640,1452.09,2887.7
1641,1452.09,2887.7
1642,1452.09,2887.7
1643,1452.09,2887.7
1644,1452.09,2887.7
1645,1452.09,2887.7
1646,1452.09,2887.7
1647,1452.09,2887.7
1648,1452.09,2887.7
1649,1452.09,2887.7
1650,1452.09,2887.7
1651,1452.09,2887.7
1652,1452.09,2887.7
1653,1452.09,2887.7
1654,1452.09,2887.7
1655,1452.09,2887.7
1656,1452.09,2887.7
1657,1452.09,2887.7
1658,1452.09,2887.7
1659,1452.09,2887.7
1660,1452.09,2887.7
1661,1452.09,2887.7
1662,1452.09,2887.7
1663,1452.09,2887.7
1664,1452.09,2887.7
1665,1452.09,2887.7
1666,1452.09,2887.7
1667,1452.09,2887.7
1668,1452.09,2887.7
1669,1452.09,2887.7
1670,1452.09,2887.7
1671,1452.09,2887.7
1672,1452.09,2887.7
1673,1452.09,2887.7
1674,1452.09,2887.7
1675,1452.09,2887.7
1676,1452.09,2887.7
1677,1452.09,2887.7
1678,1452.09,2887.7
1679,1452.09,2887.7
1680,1452.09,2887.7
1681,1452.09,2887.7
1682,1452.09,2887.7
1683,1452.09,2887.7
1684,1452.09,2887.7
1685,1452.09,2887.7
1686,1452.09,2887.7
1687,1452.09,2887.7
1688,1452.09,2887.7
1689,1452.09,2887.7
1690,1452.09,2887.7
1691,1452.09,2887.7
1692,1452.09,2887.7
1693,1452.09,2887.7
1694,1452.09,2887.7
1695,1452.09,2887.7
1696,1452.09,2887.7
1697,1452.09,2887.7
1698,1452.09,2887.7
1699,1452.09,2887.7
1700,1452.09,2887.7
1701,1452.09,2887.7
1702,1452.09,2887.7
1703,1452.09,2887.7
1704,1452.09,2887.7
1705,1452.09,2887.7
1706,1452.09,2887.7
1707,1452.09,2887.7
1708,1452.09,2887.7
1709,1452.09,2887.7
1710,1452.09,2887.7
1711,1452.09,2887.7
1712,1452.09,2887.7
1713,1452.09,2887.7
1714,1452.09,2887.7
1715,1452.09,2887.7
1716,1452.09,2887.7
1717,1452.09,2887.7
1718,1452.09,2887.7
1719,1452.09,2887.7
1720,1452.09,2887.7
1721,1452.09,2887.7
1722,1452.09,2887.7
1723,1452.09,2887.7
1724,1452.09,2887.7
1725,1452.09,2887.7
1726,1452.09,2887.7
1727,1452.09,2887.7
1728,1452.09,2887.7
1729,1452.09,2887.7
1730,1452.09,2887.7
1731,1452.09,2887.7
1732,1452.09,2887.7
1733,1452.09,2887.7
1734,1452.09,2887.7
1735,1452.09,2887.7
1736,1452.09,2887.7
1737,1452.09,2887.7
1738,1452.09,2887.7
1739,1452.09,2887.7
1740,1452.09,2887.7
1741,1452.09,2887.7
1742,1452.09,2887.7
1743,1452.09,2887.7
1744,1452.09,2887.7
1745,1452.09,2887.7
1746,1452.09,2887.7
1747,1452.09,2887.7
1748,1452.09,2887.7
1749,1452.09,2887.7
1750,1452.09,2887.7
1751,1452.09,2887.7
1752,1452.09,2887.7
1753,1452.09,2887.7
1754,1452.09,2887.7
1755,1452.09,2887.7
1756,1452.09,2887.7
1757,1452.09,2887.7
1758,1452.09,2887.7
1759,1452.09,2887.7
1760,1452.09,2887.7
1761,1452.09,2887.7
1762,1452.09,2887.7
1763,1452.09,2887.7
1764,1452.09,2887.7
1765,1452.09,2887.7
1766,1452.09,2887.7
1767,1452.09,2887.7
1768,1452.09,2887.7
1769,1452.09,2887.7
1770,1452.09,2887.7
1771,1452.09,2887.7
1772,1452.09,2887.7
1773,1452.09,2887.7
1774,1452.09,2887.7
1775,1452.09,2887.7
1776,1452.09,2887.7
1777,1452.09,2887.7
1778,1452.09,2887.7
1779,1452.09,2887.7
1780,1452.09,2887.7
1781,1452.09,2887.7
1782,1452.09,2887.7
1783,1452.09,2887.7
1784,1452.09,2887.7
1785,1452.09,2887.7
1786,1452.09,2887.7
1787,1452.09,2887.7
1788,1452.09,2887.7
1789,1452.09,2887.7
1790,1452.09,2887.7
1791,1452.09,2887.7
1792,1452.09,2887.7
1793,1452.09,2887.7
1794,1452.09,2887.7
1795,1452.09,2887.7
1796,1452.09,2887.7
1797,1452.09,2887.7
1798,1452.09,2887.7
1799,1452.09,2887.7
1800,1452.09,2887.7
1801,1452.09,2887.7
1802,1452.09,2887.7
1803,1452.09,2887.7
1804,1452.09,2887.7
1805,1452.09,2887.7
1806,1452.09,2887.7
1807,1452.09,2887.7
1808,1452.09,2887.7
1809,1452.09,2887.7
1810,1452.09,2887.7
1811,1452.09,2887.7
1812,1452.09,2887.7
1813,1452.09,2887.7
1814,1452.09,2887.7
1815,1452.09,2887.7
1816,1452.09,2887.7
1817,1452.09,2887.7
1818,1452.09,2887.7
1819,1452.09,2887.7
1820,1452.09,2887.7
1821,1452.09,2887.7
1822,1452.09,2887.7
1823,1452.09,2887.7
1824,1452.09,2887.7
1825,1452.09,2887.7
1826,1452.09,2887.7
1827,1452.09,2887.7
1828,1452.09,2887.7
1829,1452.09,2887.7
1830,1452.09,2887.7
1831,1452.09,2887.7
1832,1452.09,2887.7
1833,1452.09,2887.7
1834,1452.09,2887.7
1835,1452.09,2887.7
1836,1452.09,2887.7
1837,1452.09,2887.7
1838,1452.09,2887.7
1839,1452.09,2887.7
1840,1452.09,2887.7
1841,1452.09,2887.7
1842,1452.09,2887.7
1843,1452.09,2887.7
1844,1452.09,2887.7
1845,1452.09,2887.7
1846,1452.09,2887.7
1847,1452.09,2887.7
1848,1452.09,2887.7
1849,1452.09,2887.7
1850,1452.09,2887.7
1851,1452.09,2887.7
1852,1452.09,2887.7
1853,1452.09,2887.7
1854,1452.09,2887.7
1855,1452.09,2887.7
1856,1452.09,2887.7
1857,1452.09,2887.7
1858,1452.09,2887.7
1859,1452.09,2887.7
1860,1452.09,2887.7
1861,1452.09,2887.7
1862,1452.09,2887.7
1863,1452.09,2887.7
1864,1452.09,2887.7
1865,1452.09,2887.7
1866,1452.09,2887.7
1867,1452.09,2887.7
1868,1452.09,2887.7
1869,1452.09,2887.7
1870,1452.09,2887.7
1871,1452.09,2887.7
1872,1452.09,2887.7
1873,1452.09,2887.7
1874,1452.09,2887.7
1875,1452.09,2887.7
1876,1452.09,2887.7
1877,1452.09,2887.7
1878,1452.09,2887.7
1879,1452.09,2887.7
1880,1452.09,2887.7
1881,1452.09,2887.7
1882,1452.09,2887.7
1883,1452.09,2887.7
1884,1452.09,2887.7
1885,1452.09,2887.7
1886,1452.09,2887.7
1887,1452.09,2887.7
1888,1452.09,2887.7
1889,1452.09,2887.7
1890,1452.09,2887.7
1891,1452.09,2887.7
1892,1452.09,2887.7
1893,1452.09,2887.7
1894,1452.09,2887.7
1895,1452.09,2887.7
1896,1452.09,2887.7
1897,1452.09,2887.7
1898,1452.09,2887.7
1899,1452.09,2887.7
1900,1452.09,2887.7
1901,1452.09,2887.7
1902,1452.09,2887.7
1903,1452.09,2887.7
1904,1452.09,2887.7
1905,1452.09,2887.7
1906,1452.09,2887.7
1907,1452.09,2887.7
1908,1452.09,2887.7
1909,1452.09,2887.7
1910,1452.09,2887.7
1911,1452.09,2887.7
1912,1452.09,2887.7
1913,1452.09,2887.7
1914,1452.09,2887.7
1915,1452.09,2887.7
1916,1452.09,2887.7
1917,1452.09,2887.7
1918,1452.09,2887.7
1919,1452.09,2887.7
1920,1452.09,2887.7
1921,1452.09,2887.7
1922,1452.09,2887.7
1923,1452.09,2887.7
1924,1452.09,2887.7
1925,1452.09,2887.7
1926,1452.09,2887.7
1927,1452.09,2887.7
1928,1452.09,2887.7
1929,1452.09,2887.7
1930,1452.09,2887.7
1931,1452.09,2887.7
1932,1452.09,2887.7
1933,1452.09,2887.7
1934,1452.09,2887.7
1935,1452.09,2887.7
1936,1452.09,2887.7
1937,1452.09,2887.7
1938,1452.09,2887.7
1939,1452.09,2887.7
1940,1452.09,2887.7
1941,1452.09,2887.7
1942,1452.09,2887.7
1943,1452.09,2887.7
1944,1452.09,2887.7
1945,1452.09,2887.7
1946,1452.09,2887.7
1947,1452.09,2887.7
1948,1452.09,2887.7
1949,1452.09,2887.7
1950,1452.09,2887.7
1951,1452.09,2887.7
1952,1452.09,2887.7
1953,1452.09,2887.7
1954,1452.09,2887.7
1955,1452.09,2887.7
1956,1452.09,2887.7
1957,1452.09,2887.7
1958,1452.09,2887.7
1959,1452.09,2887.7
1960,1452.09,2887.7
1961,1452.09,2887.7
1962,1452.09,2887.7
1963,1452.09,2887.7
1964,1452.09,2887.7
1965,1452.09,2887.7
1966,1452.09,2887.7
1967,1452.09,2887.7
1968,1452.09,2887.7
1969,1452.09,2887.7
1970,1452.09,2887.7
1971,1452.09,2887.7
1972,1452.09,2887.7
1973,1452.09,2887.7
1974,1452.09,2887.7
1975,1452.09,2887.7
1976,1452.09,2887.7
1977,1452.09,2887.7
1978,1452.09,2887.7
1979,1452.09,2887.7
1980,1452.09,2887.7
1981,1452.09,2887.7
1982,1452.09,2887.7
1983,1452.09,2887.7
1984,1452.09,2887.7
1985,1452.09,2887.7
1986,1452.09,2887.7
1987,1452.09,2887.7
1988,1452.09,2887.7
1989,1452.09,2887.7
1990,1452.09,2887.7
1991,1452.09,2887.7
1992,1452.09,2887.7
1993,1452.09,2887.7
1994,1452.09,2887.7
1995,1452.09,2887.7
1996,1452.09,2887.7
1997,1452.09,2887.7
1998,1452.09,2887.7
1999,1452.09,2887.7
2000,1452.09,2887.7
2001,1452.09,2887.7
2002,1452.09,2887.7
2003,1452.09,2887.7
2004,1452.09,2887.7
2005,1452.09,2887.7
2006,1452.09,2887.7
2007,1452.09,2887.7
2008,1452.09,2887.7
2009,1452.09,2887.7
2010,1452.09,2887.7
2011,1452.09,2887.7
2012,1452.09,2887.7
2013,1452.09,2887.7
2014,1452.09,2887.7
2015,1452.09,2887.7
2016,1452.09,2887.7
2017,1452.09,2887.7
2018,1452.09,2887.7
2019,1452.09,2887.7
2020,1452.09,2887.7
2021,1452.09,2887.7
2022,1452.09,2887.7
2023,1452.09,2887.7
2024,1452.09,2887.7
2025,1452.09,2887.7
2026,1452.09,2887.7
2027,1452.09,2887.7
2028,1452.09,2887.7
2029,1452.09,2887.7
2030,1452.09,2887.7
2031,1452.09,2887.7
2032,1452.09,2887.7
2033,1452.09,2887.7
2034,1452.09,2887.7
2035,1452.09,2887.7
2036,1452.09,2887.7
2037,1452.09,2887.7
2038,1452.09,2887.7
2039,1452.09,2887.7
2040,1452.09,2887.7
2041,1452.09,2887.7
2042,1452.09,2887.7
2043,1452.09,2887.7
2044,1452.09,2887.7
2045,1452.09,2887.7
2046,1452.09,2887.7
2047,1452.09,2887.7
2048,1452.09,2887.7
2049,1452.09,2887.7
2050,1452.09,2887.7
2051,1452.09,2887.7
2052,1452.09,2887.7
2053,1452.09,2887.7
2054,1452.09,2887.7
2055,1452.09,2887.7
2056,1452.09,2887.7
2057,1452.09,2887.7
2058,1452.09,2887.7
2059,1452.09,2887.7
2060,1452.09,2887.7
2061,1452.09,2887.7
2062,1452.09,2887.7
2063,1452.09,2887.7
2064,1452.09,2887.7
2065,1452.09,2887.7
2066,1452.09,2887.7
2067,1452.09,2887.7
2068,1452.09,2887.7
2069,1452.09,2887.7
2070,1452.09,2887.7
2071,1452.09,2887.7
2072,1452.09,2887.7
2073,1452.09,2887.7
2074,1452.09,2887.7
2075,1452.09,2887.7
2076,1452.09,2887.7
2077,1452.09,2887.7
2078,1452.09,2887.7
2079,1452.09,2887.7
2080,1452.09,2887.7
2081,1452.09,2887.7
2082,1452.09,2887.7
2083,1452.09,2887.7
2084,1452.09,2887.7
2085,1452.09,2887.7
2086,1452.09,2887.7
2087,1452.09,2887.7
2088,1452.09,2887.7
2089,1452.09,2887.7
2090,1452.09,2887.7
2091,1452.09,2887.7
2092,1452.09,2887.7
2093,1452.09,2887.7
2094,1452.09,2887.7
2095,1452.09,2887.7
2096,1452.09,2887.7
2097,1452.09,2887.7
2098,1452.09,2887.7
2099,1452.09,2887.7
2100,1452.09,2887.7
2101,1452.09,2887.7
2102,1452.09,2887.7
2103,1452.09,2887.7
2104,1452.09,2887.7
2105,1452.09,2887.7
2106,1452.09,2887.7
2107,1452.09,2887.7
2108,1452.09,2887.7
2109,1452.09,2887.7
2110,1452.09,2887.7
2111,1452.09,2887.7
2112,1452.09,2887.7
2113,1452.09,2887.7
2114,1452.09,2887.7
2115,1452.09,2887.7
2116,1452.09,2887.7
2117,1452.09,2887.7
2118,1452.09,2887.7
2119,1452.09,2887.7
2120,1452.09,2887.7
2121,1452.09,2887.7
2122,1452.09,2887.7
2123,1452.09,2887.7
2124,1452.09,2887.7
2125,1452.09,2887.7
2126,1452.09,2887.7
2127,1452.09,2887.7
2128,1452.09,2887.7
2129,1452.09,2887.7
2130,1452.09,2887.7
2131,1452.09,2887.7
2132,1452.09,2887.7
2133,1452.09,2887.7
2134,1452.09,2887.7
2135,1452.09,2887.7
2136,1452.09,2887.7
2137,1452.09,2887.7
2138,1452.09,2887.7
2139,1452.09,2887.7
2140,1452.09,2887.7
2141,1452.09,2887.7
2142,1452.09,2887.7
2143,1452.09,2887.7
2144,1452.09,2887.7
2145,1452.09,2887.7
2146,1452.09,2887.7
2147,1452.09,2887.7
2148,1452.09,2887.7
2149,1452.09,2887.7
2150,1452.09,2887.7
2151,1452.09,2887.7
2152,1452.09,2887.7
2153,1452.09,2887.7
2154,1452.09,2887.7
2155,1452.09,2887.7
2156,1452.09,2887.7
2157,1452.09,2887.7
2158,1452.09,2887.7
2159,1452.09,2887.7
2160,1452.09,2887.7
2161,1452.09,2887.7
2162,1452.09,2887.7
2163,1452.09,2887.7
2164,1452.09,2887.7
2165,1452.09,2887.7
2166,1452.09,2887.7
2167,1452.09,2887.7
2168,1452.09,2887.7
2169,1452.09,2887.7
2170,1452.09,2887.7
2171,1452.09,2887.7
2172,1452.09,2887.7
2173,1452.09,2887.7
2174,1452.09,2887.7
2175,1452.09,2887.7
2176,1452.09,2887.7
2177,1452.09,2887.7
2178,1452.09,2887.7
2179,1452.09,2887.7
2180,1452.09,2887.7
2181,1452.09,2887.7
2182,1452.09,2887.7
2183,1452.09,2887.7
2184,1452.09,2887.7
2185,1452.09,2887.7
2186,1452.09,2887.7
2187,1452.09,2887.7
2188,1452.09,2887.7
2189,1452.09,2887.7
2190,1452.09,2887.7
2191,1452.09,2887.7
2192,1452.09,2887.7
2193,1452.09,2887.7
2194,1452.09,2887.7
2195,1452.09,2887.7
2196,1452.09,2887.7
2197,1452.09,2887.7
2198,1452.09,2887.7
2199,1452.09,2887.7
2200,1452.09,2887.7
2201,1452.09,2887.7
2202,1452.09,2887.7
2203,1452.09,2887.7
2204,1452.09,2887.7
2205,1452.09,2887.7
2206,1452.09,2887.7
2207,1452.09,2887.7
2208,1452.09,2887.7
2209,1452.09,2887.7
2210,1452.09,2887.7
2211,1452.09,2887.7
2212,1452.09,2887.7
2213,1452.09,2887.7
2214,1452.09,2887.7
2215,1452.09,2887.7
2216,1452.09,2887.7
2217,1452.09,2887.7
2218,1452.09,2887.7
2219,1452.09,2887.7
2220,1452.09,2887.7
2221,1452.09,2887.7
2222,1452.09,2887.7
